Row,SOURCE,ID,ORDER,LAT ,LON,LATLON_Q,Elevation,Slope,Aspect,HORIZON,DEPTH2,DEPTH1,DEPTH,MINERAL_D,FF_D,TOTAL_D,BULK DENSITY_MEAS,BULK DENSITY_SHAW,BULK DENSITY,CF,CCONC,CCONTENT,TOTAL_C,CCONTENT_1M,TOTAL_C_1M,,,,,,,,,Canadian Order,HORIZON,,cconc_method
596,NRCS (Michaelson et al. 2013),84AK201008,"Coarse-loamy, mixed Humic Cryorthod",55.786,-133.487,HIGH,NA,NA,NA,Oi,14,9,5,114,14,128,0.00,0.08,0.08,,36.67,1467,58006,1467,507.0,59.83,,,,,,,,Ferro-Humic Podzol,Of,,1
597,NRCS (Michaelson et al. 2013),84AK201008,"Coarse-loamy, mixed Humic Cryorthod",55.786,-133.487,HIGH,NA,NA,NA,Oa,9,0,9,,,,0.00,0.15,0.15,0,24.64,3326,,3326,,,,,,,,,,Ferro-Humic Podzol,Oh,,0
598,NRCS (Michaelson et al. 2013),84AK201008,"Coarse-loamy, mixed Humic Cryorthod",55.786,-133.487,HIGH,NA,NA,NA,Bhs,0,5,5,,,,0.00,0.86,0.86,9,9.88,3866,,3866,,,,,,,,,,Ferro-Humic Podzol,Bhf,,0
599,NRCS (Michaelson et al. 2013),84AK201008,"Coarse-loamy, mixed Humic Cryorthod",55.786,-133.487,HIGH,NA,NA,NA,Bs1,5,20,15,,,,0.00,1.17,1.17,13,4.86,7420,,7420,,,,,,,,,,Ferro-Humic Podzol,bf1,,0
600,NRCS (Michaelson et al. 2013),84AK201008,"Coarse-loamy, mixed Humic Cryorthod",55.786,-133.487,HIGH,NA,NA,NA,Bs2,20,61,41,,,,0.00,1.17,1.17,11,3.34,14260,,14260,,,,,,,,,,Ferro-Humic Podzol,bf2,,0
601,NRCS (Michaelson et al. 2013),84AK201008,"Coarse-loamy, mixed Humic Cryorthod",55.786,-133.487,HIGH,NA,NA,NA,BC,61,114,53,,,,0.00,1.71,1.71,11,3.43,27667,,20358,,,,,,,,,,Ferro-Humic Podzol,BC,,0
602,NRCS (Michaelson et al. 2013),82AK130005,Thixotropic Typic Cryorthod,55.804,-133.283,HIGH,NA,NA,NA,Oe / Oa,8,0,8,168,8,176,0.00,0.12,0.12,0,40.64,3901,82455,3901,631.9,60.06,,,,,,,,Humo-Ferric Podzol,Om / Oh,,1
603,NRCS (Michaelson et al. 2013),82AK130005,Thixotropic Typic Cryorthod,55.804,-133.283,HIGH,NA,NA,NA,E / Bhs,0,8,8,,,,0.00,1.31,1.31,2,16.12,16560,,16560,,,,,,,,,,Humo-Ferric Podzol,E / Bhf,,0
604,NRCS (Michaelson et al. 2013),82AK130005,Thixotropic Typic Cryorthod,55.804,-133.283,HIGH,NA,NA,NA,Bs1,8,43,35,,,,0.00,1.46,1.46,8,4.90,23058,,23058,,,,,,,,,,Humo-Ferric Podzol,bf1,,0
605,NRCS (Michaelson et al. 2013),82AK130005,Thixotropic Typic Cryorthod,55.804,-133.283,HIGH,NA,NA,NA,Bs2,43,69,26,,,,0.00,1.46,1.46,10,3.19,10885,,10885,,,,,,,,,,Humo-Ferric Podzol,bf2,,0
606,NRCS (Michaelson et al. 2013),82AK130005,Thixotropic Typic Cryorthod,55.804,-133.283,HIGH,NA,NA,NA,BC,69,168,99,,,,0.00,1.19,1.19,9,2.62,28051,,8784,,,,,,,,,,Humo-Ferric Podzol,BC,,0
607,NRCS (Michaelson et al. 2013),83AK130011,Thixotropic Typic Cryorthod,55.800,-133.283,HIGH,NA,NA,NA,Oi,30,18,12,99,30,129,0.00,0.08,0.08,0,53.05,5093,115434,5093,1154.3,144.34,,,,,,,,Humo-Ferric Podzol,Of,,0
608,NRCS (Michaelson et al. 2013),83AK130011,Thixotropic Typic Cryorthod,55.800,-133.283,HIGH,NA,NA,NA,Oa,18,0,18,,,,0.00,0.15,0.15,0,55.00,14851,,14851,,,,,,,,,,Humo-Ferric Podzol,Oh,,0
609,NRCS (Michaelson et al. 2013),83AK130011,Thixotropic Typic Cryorthod,55.800,-133.283,HIGH,NA,NA,NA,E,0,7,7,,,,0.00,1.31,1.31,2,4.02,3609,,3609,,,,,,,,,,Humo-Ferric Podzol,E,,0
610,NRCS (Michaelson et al. 2013),83AK130011,Thixotropic Typic Cryorthod,55.800,-133.283,HIGH,NA,NA,NA,Bhs,7,41,34,,,,0.00,1.19,1.19,1,9.00,36044,,36044,,,,,,,,,,Humo-Ferric Podzol,Bhf,,0
611,NRCS (Michaelson et al. 2013),83AK130011,Thixotropic Typic Cryorthod,55.800,-133.283,HIGH,NA,NA,NA,BC,41,99,58,,,,0.00,1.19,1.19,2,8.26,55837,,55837,,,,,,,,,,Humo-Ferric Podzol,BC,,0
612,NRCS (Michaelson et al. 2013),83AK130018,Thixotropic-skeletal Humic Lithic Cryorthod,55.801,-133.300,HIGH,NA,NA,NA,Oe,22,12,10,37,22,59,0.00,0.12,0.12,0,50.52,6063,25978,6063,259.8,76.38,,,,,,,,Ferro-Humic Podzol,Om,,0
613,NRCS (Michaelson et al. 2013),83AK130018,Thixotropic-skeletal Humic Lithic Cryorthod,55.801,-133.300,HIGH,NA,NA,NA,Oa,12,0,12,,,,0.00,0.15,0.15,0,46.06,8292,,8292,,,,,,,,,,Ferro-Humic Podzol,Oh,,0
614,NRCS (Michaelson et al. 2013),83AK130018,Thixotropic-skeletal Humic Lithic Cryorthod,55.801,-133.300,HIGH,NA,NA,NA,E,0,8,8,,,,0.00,0.93,0.93,8,2.47,1692,,1692,,,,,,,,,,Ferro-Humic Podzol,E,,0
615,NRCS (Michaelson et al. 2013),83AK130018,Thixotropic-skeletal Humic Lithic Cryorthod,55.801,-133.300,HIGH,NA,NA,NA,Bhs,8,37,29,,,,0.00,0.86,0.86,16,4.74,9931,,9931,,,,,,,,,,Ferro-Humic Podzol,Bhf,,0
616,NRCS (Michaelson et al. 2013),84AK201009,"Loamy-skeletal, mixed Humic Cryorthod",55.804,-133.579,HIGH,NA,NA,NA,Oa,5,0,5,100,5,105,0.00,0.15,0.15,0,29.14,2186,22380,2186,223.8,26.53,,,,,,,,Ferro-Humic Podzol,Oh,,0
617,NRCS (Michaelson et al. 2013),84AK201009,"Loamy-skeletal, mixed Humic Cryorthod",55.804,-133.579,HIGH,NA,NA,NA,Bhs,0,5,5,,,,0.00,0.86,0.86,36,7.45,2050,,2050,,,,,,,,,,Ferro-Humic Podzol,Bhf,,0
618,NRCS (Michaelson et al. 2013),84AK201009,"Loamy-skeletal, mixed Humic Cryorthod",55.804,-133.579,HIGH,NA,NA,NA,Bs,5,48,43,,,,0.00,1.17,1.17,49,5.05,12957,,12957,,,,,,,,,,Ferro-Humic Podzol,bf,,0
619,NRCS (Michaelson et al. 2013),84AK201009,"Loamy-skeletal, mixed Humic Cryorthod",55.804,-133.579,HIGH,NA,NA,NA,C,48,100,52,,,,0.00,1.74,1.74,79,2.73,5187,,5187,,,,,,,,,,Ferro-Humic Podzol,C,,0
620,NRCS (Michaelson et al. 2013),84AK201010,"Loamy-skeletal, mixed Lithic Cryaquod",55.803,-133.587,HIGH,NA,NA,NA,Oi,3,0,3,33,3,36,0.00,0.08,0.08,,36.67,880,9458,880,94.6,12.15,,,,,,,,Humic Podzol,Of,,1
621,NRCS (Michaelson et al. 2013),84AK201010,"Loamy-skeletal, mixed Lithic Cryaquod",55.803,-133.587,HIGH,NA,NA,NA,Bhs1,0,10,10,,,,0.00,0.86,0.86,11,5.10,3904,,3904,,,,,,,,,,Humic Podzol,Bhf1,,0
622,NRCS (Michaelson et al. 2013),84AK201010,"Loamy-skeletal, mixed Lithic Cryaquod",55.803,-133.587,HIGH,NA,NA,NA,Bhs2,10,23,13,,,,0.00,0.86,0.86,22,5.36,4674,,4674,,,,,,,,,,Humic Podzol,Bhf2,,0
623,NRCS (Michaelson et al. 2013),84AK201010,"Loamy-skeletal, mixed Lithic Cryaquod",55.803,-133.587,HIGH,NA,NA,NA,R,23,33,10,,,,0.00,0,0,,0.00,0,,0,,,,,,,,,,Humic Podzol,R,,1
624,NRCS (Michaelson et al. 2013),83AK130125,Thixotropic Humic Lithic Cryorthod,55.830,-133.325,HIGH,NA,NA,NA,Oa,3,0,3,66,3,69,0.00,0.15,0.15,0,48.95,2203,83035,2203,830.3,56.75,,,,,,,,Ferro-Humic Podzol,Oh,,0
625,NRCS (Michaelson et al. 2013),83AK130125,Thixotropic Humic Lithic Cryorthod,55.830,-133.325,HIGH,NA,NA,NA,Bs,0,22,22,,,,0.00,1.17,1.17,4,6.42,15865,,15865,,,,,,,,,,Ferro-Humic Podzol,bf,,0
626,NRCS (Michaelson et al. 2013),83AK130125,Thixotropic Humic Lithic Cryorthod,55.830,-133.325,HIGH,NA,NA,NA,Bhs,22,40,18,,,,0.00,0.86,0.86,5,6.09,8959,,8959,,,,,,,,,,Ferro-Humic Podzol,Bhf,,0
627,NRCS (Michaelson et al. 2013),83AK130125,Thixotropic Humic Lithic Cryorthod,55.830,-133.325,HIGH,NA,NA,NA,Bh,40,61,21,,,,0.00,1.71,1.71,22,20.00,56007,,56007,,,,,,,,,,Ferro-Humic Podzol,Bh,,0
628,NRCS (Michaelson et al. 2013),83AK130125,Thixotropic Humic Lithic Cryorthod,55.830,-133.325,HIGH,NA,NA,NA,R,61,66,5,,,,0.00,0,0,,0.00,0,,0,,,,,,,,,,Ferro-Humic Podzol,R,,1
629,NRCS (Michaelson et al. 2013),84AK201012,"Coarse-loamy, mixed, frigid Placic Haplaquod",55.817,-133.587,HIGH,NA,NA,NA,Oi,18,13,5,71,18,89,0.00,0.08,0.08,,36.67,1467,28681,1467,286.8,65.18,,,,,,,,Humic Podzol,Of,,1
630,NRCS (Michaelson et al. 2013),84AK201012,"Coarse-loamy, mixed, frigid Placic Haplaquod",55.817,-133.587,HIGH,NA,NA,NA,Oa,13,0,13,,,,0.00,0.15,0.15,,36.07,7033,,7033,,,,,,,,,,Humic Podzol,Oh,,1
631,NRCS (Michaelson et al. 2013),84AK201012,"Coarse-loamy, mixed, frigid Placic Haplaquod",55.817,-133.587,HIGH,NA,NA,NA,E,0,9,9,,,,0.00,0.93,0.93,6,8.87,6979,,6979,,,,,,,,,,Humic Podzol,E,,0
632,NRCS (Michaelson et al. 2013),84AK201012,"Coarse-loamy, mixed, frigid Placic Haplaquod",55.817,-133.587,HIGH,NA,NA,NA,Bhs1,9,20,11,,,,0.00,0.86,0.86,12,6.91,5752,,5752,,,,,,,,,,Humic Podzol,Bhf1,,0
633,NRCS (Michaelson et al. 2013),84AK201012,"Coarse-loamy, mixed, frigid Placic Haplaquod",55.817,-133.587,HIGH,NA,NA,NA,Bhs2,20,36,16,,,,0.00,0.86,0.86,17,2.05,2341,,2341,,,,,,,,,,Humic Podzol,Bhf2,,0
634,NRCS (Michaelson et al. 2013),84AK201012,"Coarse-loamy, mixed, frigid Placic Haplaquod",55.817,-133.587,HIGH,NA,NA,NA,Bsm,36,41,5,,,,0.00,1.17,1.17,14,1.09,548,,548,,,,,,,,,,Humic Podzol,bfm,,0
635,NRCS (Michaelson et al. 2013),84AK201012,"Coarse-loamy, mixed, frigid Placic Haplaquod",55.817,-133.587,HIGH,NA,NA,NA,Cr,41,71,30,,,,0.00,1.74,1.74,9,0.96,4560,,4560,,,,,,,,,,Humic Podzol,Cr,,0
636,NRCS (Michaelson et al. 2013),84AK201002,"Coarse-loamy, mixed Humic Lithic Cryorthod",55.871,-133.167,HIGH,NA,NA,NA,Oi,20,14,6,33,20,53,0.00,0.08,0.08,,36.67,1760,25948,1760,259.5,61.99,,,,,,,,Ferro-Humic Podzol,Of,,1
637,NRCS (Michaelson et al. 2013),84AK201002,"Coarse-loamy, mixed Humic Lithic Cryorthod",55.871,-133.167,HIGH,NA,NA,NA,Oa,14,0,14,,,,0.00,0.15,0.15,17,46.55,8114,,8114,,,,,,,,,,Ferro-Humic Podzol,Oh,,0
638,NRCS (Michaelson et al. 2013),84AK201002,"Coarse-loamy, mixed Humic Lithic Cryorthod",55.871,-133.167,HIGH,NA,NA,NA,Bhs,0,6,6,,,,0.00,0.86,0.86,5,12.12,5941,,5941,,,,,,,,,,Ferro-Humic Podzol,Bhf,,0
639,NRCS (Michaelson et al. 2013),84AK201002,"Coarse-loamy, mixed Humic Lithic Cryorthod",55.871,-133.167,HIGH,NA,NA,NA,Bs,6,33,27,,,,0.00,1.17,1.17,1,3.24,10133,,10133,,,,,,,,,,Ferro-Humic Podzol,bf,,0
640,NRCS (Michaelson et al. 2013),84AK201002,"Coarse-loamy, mixed Humic Lithic Cryorthod",55.871,-133.167,HIGH,NA,NA,NA,R,33,33,0,,,,0.00,0,0,,0.00,0,,0,,,,,,,,,,Ferro-Humic Podzol,R,,1
641,NRCS (Michaelson et al. 2013),83AK130110,Dysic Lithic Cryofolist,55.925,-133.765,HIGH,NA,NA,NA,Oe1,0,5,5,10,17,27,0.00,0.12,0.12,0,50.19,3011,18614,3011,186.1,37.54,,,,,,,,Folisol,Om1,,0
642,NRCS (Michaelson et al. 2013),83AK130110,Dysic Lithic Cryofolist,55.925,-133.765,HIGH,NA,NA,NA,Oe2,5,17,12,,,,0.00,0.12,0.12,0,51.57,7426,,7426,,,,,,,,,,Folisol,Om2,,0
643,NRCS (Michaelson et al. 2013),83AK130110,Dysic Lithic Cryofolist,55.925,-133.765,HIGH,NA,NA,NA,C,17,27,10,,,,0.00,1.74,1.74,8,5.11,8177,,8177,,,,,,,,,,Folisol,C,,0
644,NRCS (Michaelson et al. 2013),83AK130111,Thixotropic Humic Lithic Cryorthod,55.925,-133.765,HIGH,NA,NA,NA,Oe,25,20,5,44,25,69,0.00,0.12,0.12,0,51.68,3101,58309,3101,583.1,110.82,,,,,,,,Ferro-Humic Podzol,Om,,0
645,NRCS (Michaelson et al. 2013),83AK130111,Thixotropic Humic Lithic Cryorthod,55.925,-133.765,HIGH,NA,NA,NA,Oa,20,0,20,,,,0.00,0.15,0.15,0,53.48,16044,,16044,,,,,,,,,,Ferro-Humic Podzol,Oh,,0
646,NRCS (Michaelson et al. 2013),83AK130111,Thixotropic Humic Lithic Cryorthod,55.925,-133.765,HIGH,NA,NA,NA,E,0,5,5,,,,0.00,0.93,0.93,6,5.94,2595,,2595,,,,,,,,,,Ferro-Humic Podzol,E,,0
647,NRCS (Michaelson et al. 2013),83AK130111,Thixotropic Humic Lithic Cryorthod,55.925,-133.765,HIGH,NA,NA,NA,Bs,5,29,24,,,,0.00,1.17,1.17,7,7.35,19187,,19187,,,,,,,,,,Ferro-Humic Podzol,bf,,0
648,NRCS (Michaelson et al. 2013),83AK130111,Thixotropic Humic Lithic Cryorthod,55.925,-133.765,HIGH,NA,NA,NA,Bhs,29,44,15,,,,0.00,0.86,0.86,2,13.75,17381,,17381,,,,,,,,,,Ferro-Humic Podzol,Bhf,,0
649,NRCS (Michaelson et al. 2013),83AK280006,"Loamy-skeletal, mixed Humic Cryorthod",55.924,-132.168,HIGH,NA,NA,NA,O,8,0,8,124,8,132,0.00,0.11,0.11,0,44.74,3937,52592,3937,419.7,57.84,,,,,,,,Ferro-Humic Podzol,O,,0
650,NRCS (Michaelson et al. 2013),83AK280006,"Loamy-skeletal, mixed Humic Cryorthod",55.924,-132.168,HIGH,NA,NA,NA,A,0,3,3,,,,0.00,0.93,0.93,6,5.87,1540,,1540,,,,,,,,,,Ferro-Humic Podzol,A,,0
651,NRCS (Michaelson et al. 2013),83AK280006,"Loamy-skeletal, mixed Humic Cryorthod",55.924,-132.168,HIGH,NA,NA,NA,Bh,3,5,2,,,,0.00,0.86,0.86,16,10.71,1547,,1547,,,,,,,,,,Ferro-Humic Podzol,Bh,,0
652,NRCS (Michaelson et al. 2013),83AK280006,"Loamy-skeletal, mixed Humic Cryorthod",55.924,-132.168,HIGH,NA,NA,NA,Bs1,5,20,15,,,,0.00,1.17,1.17,23,6.14,8298,,8298,,,,,,,,,,Ferro-Humic Podzol,bf1,,0
653,NRCS (Michaelson et al. 2013),83AK280006,"Loamy-skeletal, mixed Humic Cryorthod",55.924,-132.168,HIGH,NA,NA,NA,Bs2,20,64,44,,,,0.00,1.17,1.17,36,3.25,10720,,10720,,,,,,,,,,Ferro-Humic Podzol,bf2,,0
654,NRCS (Michaelson et al. 2013),83AK280006,"Loamy-skeletal, mixed Humic Cryorthod",55.924,-132.168,HIGH,NA,NA,NA,C,64,124,60,,,,0.00,1.74,1.74,40,4.24,26550,,15930,,,,,,,,,,Ferro-Humic Podzol,C,,0
655,NRCS (Michaelson et al. 2013),83AK280008,Dysic Typic Cryosaprist,55.924,-132.167,HIGH,NA,NA,NA,Oi,0,15,15,130,0,130,0.00,0.08,0.08,0,42.79,5135,76193,5135,580.1,182.38,,,,,,,,Humisol,Of,,0
656,NRCS (Michaelson et al. 2013),83AK280008,Dysic Typic Cryosaprist,55.924,-132.167,HIGH,NA,NA,NA,Oa1,15,51,36,,,,0.00,0.15,0.15,0,42.90,23166,,23166,,,,,,,,,,Humisol,Oh1,,0
657,NRCS (Michaelson et al. 2013),83AK280008,Dysic Typic Cryosaprist,55.924,-132.167,HIGH,NA,NA,NA,Oa2,51,130,79,,,,0.00,0.15,0.15,0,40.41,47891,,29705,,,,,,,,,,Humisol,Oh2,,0
658,NRCS (Michaelson et al. 2013),83AK130120,"Fragmental, mixed, dysic Terric Cryosaprist",55.946,-131.142,HIGH,NA,NA,NA,Oa1,0,15,15,117,0,117,0.00,0.15,0.15,0,19.36,4356,8919,4356,89.2,47.91,,,,,,,,Humisol,Oh1,,0
659,NRCS (Michaelson et al. 2013),83AK130120,"Fragmental, mixed, dysic Terric Cryosaprist",55.946,-131.142,HIGH,NA,NA,NA,Oa2,15,35,20,,,,0.00,0.15,0.15,18,11.02,2710,,2710,,,,,,,,,,Humisol,Oh2,,0
660,NRCS (Michaelson et al. 2013),83AK130120,"Fragmental, mixed, dysic Terric Cryosaprist",55.946,-131.142,HIGH,NA,NA,NA,Oa3,35,117,82,,,,0.00,0.15,0.15,56,3.42,1853,,1853,,,,,,,,,,Humisol,Oh3,,0
661,NRCS (Michaelson et al. 2013),83AK130171,Thixotropic over sandy or sandy-skeletal Typic Cryorthod,55.946,-131.142,HIGH,NA,NA,NA,O,10,0,10,102,10,112,0.00,0.14,0.14,0,23.23,3252,31894,3252,317.5,38.58,,,,,,,,Humo-Ferric Podzol,O,,0
662,NRCS (Michaelson et al. 2013),83AK130171,Thixotropic over sandy or sandy-skeletal Typic Cryorthod,55.946,-131.142,HIGH,NA,NA,NA,E,0,3,3,,,,0.00,1.31,1.31,1,2.49,969,,969,,,,,,,,,,Humo-Ferric Podzol,E,,0
663,NRCS (Michaelson et al. 2013),83AK130171,Thixotropic over sandy or sandy-skeletal Typic Cryorthod,55.946,-131.142,HIGH,NA,NA,NA,Bh,3,15,12,,,,0.00,1.19,1.19,11,4.34,5522,,5522,,,,,,,,,,Humo-Ferric Podzol,Bh,,0
664,NRCS (Michaelson et al. 2013),83AK130171,Thixotropic over sandy or sandy-skeletal Typic Cryorthod,55.946,-131.142,HIGH,NA,NA,NA,Bhs,15,36,21,,,,0.00,1.19,1.19,23,8.98,17278,,17278,,,,,,,,,,Humo-Ferric Podzol,Bhf,,0
665,NRCS (Michaelson et al. 2013),83AK130171,Thixotropic over sandy or sandy-skeletal Typic Cryorthod,55.946,-131.142,HIGH,NA,NA,NA,2C,36,102,66,,,,0.00,1.91,1.91,56,0.88,4873,,4726,,,,,,,,,,Humo-Ferric Podzol,2C,,0
666,NRCS (Michaelson et al. 2013),83AK130172,Thixotropic-skeletal Humic Cryorthod,55.946,-131.142,HIGH,NA,NA,NA,Oa,25,0,25,102,25,127,0.00,0.15,0.15,0,31.93,11973,34738,11973,345.0,74.66,,,,,,,,Ferro-Humic Podzol,Oh,,0
667,NRCS (Michaelson et al. 2013),83AK130172,Thixotropic-skeletal Humic Cryorthod,55.946,-131.142,HIGH,NA,NA,NA,E,0,3,3,,,,0.00,0.93,0.93,1,3.15,869,,869,,,,,,,,,,Ferro-Humic Podzol,E,,0
668,NRCS (Michaelson et al. 2013),83AK130172,Thixotropic-skeletal Humic Cryorthod,55.946,-131.142,HIGH,NA,NA,NA,Bh,3,15,12,,,,0.00,0.86,0.86,13,8.51,7637,,7637,,,,,,,,,,Ferro-Humic Podzol,Bh,,0
669,NRCS (Michaelson et al. 2013),83AK130172,Thixotropic-skeletal Humic Cryorthod,55.946,-131.142,HIGH,NA,NA,NA,Bhs,15,51,36,,,,0.00,0.86,0.86,31,3.78,8085,,8085,,,,,,,,,,Ferro-Humic Podzol,Bhf,,0
670,NRCS (Michaelson et al. 2013),83AK130172,Thixotropic-skeletal Humic Cryorthod,55.946,-131.142,HIGH,NA,NA,NA,C,51,102,51,,,,0.00,1.74,1.74,45,1.26,6173,,5931,,,,,,,,,,Ferro-Humic Podzol,C,,0
671,NRCS (Michaelson et al. 2013),83AK220138,Thixotropic Typic Cryorthod,55.946,-131.142,HIGH,NA,NA,NA,O,5,0,5,102,5,107,0.00,0.14,0.14,0,24.69,1728,45517,1728,447.3,39.05,,,,,,,,Humo-Ferric Podzol,O,,0
672,NRCS (Michaelson et al. 2013),83AK220138,Thixotropic Typic Cryorthod,55.946,-131.142,HIGH,NA,NA,NA,E,0,3,3,,,,0.00,1.31,1.31,4,3.56,1344,,1344,,,,,,,,,,Humo-Ferric Podzol,E,,0
673,NRCS (Michaelson et al. 2013),83AK220138,Thixotropic Typic Cryorthod,55.946,-131.142,HIGH,NA,NA,NA,Bhs,3,15,12,,,,0.00,1.19,1.19,20,6.65,7600,,7600,,,,,,,,,,Humo-Ferric Podzol,Bhf,,0
674,NRCS (Michaelson et al. 2013),83AK220138,Thixotropic Typic Cryorthod,55.946,-131.142,HIGH,NA,NA,NA,Bs,15,41,26,,,,2.07,1.46,2.07,50,4.05,10886,,10886,,,,,,,,,,Humo-Ferric Podzol,bf,,0
675,NRCS (Michaelson et al. 2013),83AK220138,Thixotropic Typic Cryorthod,55.946,-131.142,HIGH,NA,NA,NA,C,41,102,61,,,,0.00,1.91,1.91,41,3.49,23959,,23174,,,,,,,,,,Humo-Ferric Podzol,C,,0
676,NRCS (Michaelson et al. 2013),83AK280009,"Sandy, mixed, dysic Terric Cryohemist",55.933,-132.167,HIGH,NA,NA,NA,Oe1,0,23,23,58,94,152,0.00,0.12,0.12,0,38.83,10717,70354,10717,501.8,170.56,,,,,,,,Mesisol,Om1,,0
677,NRCS (Michaelson et al. 2013),83AK280009,"Sandy, mixed, dysic Terric Cryohemist",55.933,-132.167,HIGH,NA,NA,NA,Oa,23,53,30,,,,0.00,0.15,0.15,0,37.79,17007,,17007,,,,,,,,,,Mesisol,Oh,,0
678,NRCS (Michaelson et al. 2013),83AK280009,"Sandy, mixed, dysic Terric Cryohemist",55.933,-132.167,HIGH,NA,NA,NA,Oe2,53,94,41,,,,0.00,0.12,0.12,0,40.91,20128,,20128,,,,,,,,,,Mesisol,Om2,,0
679,NRCS (Michaelson et al. 2013),83AK280009,"Sandy, mixed, dysic Terric Cryohemist",55.933,-132.167,HIGH,NA,NA,NA,2C,94,152,58,,,,0.00,1.74,1.74,25,2.97,22502,,2328,,,,,,,,,,Mesisol,2C,,0
680,NRCS (Michaelson et al. 2013),83AK130041,Dysic Lithic Cryofolist,55.964,-133.613,HIGH,NA,NA,NA,Oe,0,6,6,6,26,32,0.00,0.12,0.12,0,45.97,3310,29718,3310,297.2,53.57,,,,,,,,Folisol,Om,,0
681,NRCS (Michaelson et al. 2013),83AK130041,Dysic Lithic Cryofolist,55.964,-133.613,HIGH,NA,NA,NA,Oa,6,26,20,,,,0.00,0.15,0.15,0,39.99,11997,,11997,,,,,,,,,,Folisol,Oh,,0
682,NRCS (Michaelson et al. 2013),83AK130041,Dysic Lithic Cryofolist,55.964,-133.613,HIGH,NA,NA,NA,BC,26,32,6,,,,0.00,1.71,1.71,13,16.14,14411,,14411,,,,,,,,,,Folisol,BC,,0
683,NRCS (Michaelson et al. 2013),83AK130042,Typic Cryofolist,55.964,-133.613,HIGH,NA,NA,NA,Oe,0,10,10,37,84,121,0.00,0.12,0.12,0,48.33,5800,197880,5800,713.9,160.23,,,,,,,,Folisol,Om,,0
684,NRCS (Michaelson et al. 2013),83AK130042,Typic Cryofolist,55.964,-133.613,HIGH,NA,NA,NA,Oa1,10,41,31,,,,0.00,0.15,0.15,0,48.12,22374,,22374,,,,,,,,,,Folisol,Oh1,,0
685,NRCS (Michaelson et al. 2013),83AK130042,Typic Cryofolist,55.964,-133.613,HIGH,NA,NA,NA,Oa2,41,84,43,,,,0.00,0.15,0.15,0,29.51,19036,,19036,,,,,,,,,,Folisol,Oh2,,0
686,NRCS (Michaelson et al. 2013),83AK130042,Typic Cryofolist,55.964,-133.613,HIGH,NA,NA,NA,BC,84,121,37,,,,0.00,1.71,1.71,1,8.93,55922,,24183,,,,,,,,,,Folisol,BC,,0
687,NRCS (Michaelson et al. 2013),83AK130043,"Loamy-skeletal, mixed Cryorthidic Arent",55.964,-133.613,HIGH,NA,NA,NA,Oe,25,21,4,44,25,69,0.00,0.12,0.12,0,52.01,2497,62164,2497,590.5,96.72,,,,,,,,Humic Regosol,Om,,0
688,NRCS (Michaelson et al. 2013),83AK130043,"Loamy-skeletal, mixed Cryorthidic Arent",55.964,-133.613,HIGH,NA,NA,NA,Oa,21,0,21,,,,0.00,0.15,0.15,0,35.23,11098,,11098,,,,,,,,,,Humic Regosol,Oh,,0
689,NRCS (Michaelson et al. 2013),83AK130043,"Loamy-skeletal, mixed Cryorthidic Arent",55.964,-133.613,HIGH,NA,NA,NA,BC,0,44,44,,,,0.00,1.1,1.1,5,9.89,45459,,45459,,,,,,,,,,Humic Regosol,BC,,0
690,NRCS (Michaelson et al. 2013),83AK130044,Thixotropic Humic Cryorthod,55.964,-133.613,HIGH,NA,NA,NA,Oe1,26,21,5,87,26,113,0.00,0.12,0.12,0,51.84,3110,77769,3110,777.7,122.47,,,,,,,,Ferro-Humic Podzol,Om1,,0
691,NRCS (Michaelson et al. 2013),83AK130044,Thixotropic Humic Cryorthod,55.964,-133.613,HIGH,NA,NA,NA,Oe2,21,14,7,,,,0.00,0.12,0.12,0,64.54,5422,,5422,,,,,,,,,,Ferro-Humic Podzol,Om2,,0
692,NRCS (Michaelson et al. 2013),83AK130044,Thixotropic Humic Cryorthod,55.964,-133.613,HIGH,NA,NA,NA,Oa,14,0,14,,,,0.00,0.15,0.15,0,52.18,10957,,10957,,,,,,,,,,Ferro-Humic Podzol,Oh,,0
693,NRCS (Michaelson et al. 2013),83AK130044,Thixotropic Humic Cryorthod,55.964,-133.613,HIGH,NA,NA,NA,E / Bhs,0,20,20,,,,0.00,0.86,0.86,3,9.71,16205,,16205,,,,,,,,,,Ferro-Humic Podzol,E / Bhf,,0
694,NRCS (Michaelson et al. 2013),83AK130044,Thixotropic Humic Cryorthod,55.964,-133.613,HIGH,NA,NA,NA,Bs,20,57,37,,,,0.00,1.17,1.17,11,5.25,20236,,20236,,,,,,,,,,Ferro-Humic Podzol,bf,,0
695,NRCS (Michaelson et al. 2013),83AK130044,Thixotropic Humic Cryorthod,55.964,-133.613,HIGH,NA,NA,NA,BC,57,87,30,,,,0.00,1.71,1.71,27,5.83,21839,,21839,,,,,,,,,,Ferro-Humic Podzol,BC,,0
696,NRCS (Michaelson et al. 2013),83AK130113,Dysic Typic Cryofolist,55.963,-133.603,HIGH,NA,NA,NA,Oe,0,6,6,9,63,72,0.00,0.12,0.12,0,50.50,3636,74643,3636,746.4,130.33,,,,,,,,Folisol,Om,,0
